12 31 2018 00:00:48,0.01,-0.91,-0.4
12 31 2018 00:01:48,0.01,-0.91,-0.41
12 31 2018 00:02:48,0.01,-0.91,-0.41
12 31 2018 00:03:48,0.01,-0.91,-0.41
12 31 2018 00:04:48,0.01,-0.91,-0.4
12 31 2018 00:05:48,0.01,-0.91,-0.41
12 31 2018 00:06:48,0.01,-0.91,-0.4
12 31 2018 00:07:48,0.01,-0.91,-0.41
12 31 2018 00:08:48,0.01,-0.91,-0.41
12 31 2018 00:09:48,0.01,-0.91,-0.41
12 31 2018 00:10:48,0.01,-0.91,-0.41
12 31 2018 00:11:48,0.01,-0.91,-0.41
12 31 2018 00:12:48,0.01,-0.91,-0.4
12 31 2018 00:13:48,0.01,-0.91,-0.41
12 31 2018 00:14:48,0.01,-0.91,-0.4
12 31 2018 00:15:48,0.01,-0.91,-0.4
12 31 2018 00:16:48,0.01,-0.91,-0.41
12 31 2018 00:17:48,0.01,-0.91,-0.4
12 31 2018 00:18:48,0.01,-0.91,-0.41
12 31 2018 00:19:48,0.01,-0.91,-0.4
12 31 2018 00:20:49,0.01,-0.91,-0.41
12 31 2018 00:21:49,0.01,-0.91,-0.41
12 31 2018 00:22:49,0.01,-0.91,-0.4
12 31 2018 00:23:49,0.01,-0.91,-0.4
12 31 2018 00:24:49,0.01,-0.91,-0.4
12 31 2018 00:25:49,0.01,-0.91,-0.4
12 31 2018 00:26:49,0.01,-0.91,-0.41
12 31 2018 00:27:49,0.01,-0.91,-0.41
12 31 2018 00:28:49,0.01,-0.91,-0.4
12 31 2018 00:29:49,0.01,-0.91,-0.41
12 31 2018 00:30:49,0.01,-0.91,-0.41
12 31 2018 00:31:49,0.01,-0.91,-0.4
12 31 2018 00:32:49,0.01,-0.91,-0.41
12 31 2018 00:33:49,0.01,-0.91,-0.41
12 31 2018 00:34:49,0.01,-0.91,-0.41
12 31 2018 00:35:49,0.01,-0.91,-0.4
12 31 2018 00:36:49,0.01,-0.91,-0.4
12 31 2018 00:37:49,0.01,-0.91,-0.4
12 31 2018 00:38:49,0.01,-0.91,-0.41
12 31 2018 00:39:50,0.01,-0.91,-0.41
12 31 2018 00:40:50,0.01,-0.91,-0.41
12 31 2018 00:41:50,0.01,-0.91,-0.41
